State,state2,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,TEXAS ,Starr,61,0,10,2,49,160,62,85,13,9
,TEXAS ,Stephens5,2,0,0,0,2,45,17,25,3,0
,TEXAS ,Stonewall,4,0,0,0,4,3,1,2,0,0
,TEXAS ,Sutton,0,0,0,0,0,2,1,1,0,0
,TEXAS ,Swisher,1,0,1,0,0,7,4,2,1,0
,TEXAS ,Throckmorton,4,0,1,0,3,5,5,0,0,0
,TEXAS ,Titus,53,1,8,3,41,176,58,99,19,0
,TEXAS ,Trinity,18,0,2,0,16,167,52,92,23,1
,TEXAS ,Tyler,67,1,9,3,54,254,145,76,33,9
,TEXAS ,Upton,1,0,0,0,1,18,0,16,2,1
,TEXAS ,Uvalde,20,1,0,0,19,82,33,38,11,0
,TEXAS ,Val Verde,27,0,2,0,25,102,40,57,5,10
,TEXAS ,Van Zandt,1,0,0,1,0,156,70,67,19,0
,TEXAS ,Walker,66,1,21,4,40,210,79,113,18,0
,TEXAS ,Ward5,29,0,1,0,28,160,44,112,4,0
,TEXAS ,Washington5,39,0,14,4,21,90,29,53,8,1
,TEXAS ,Wharton,69,3,15,4,47,229,65,146,18,1
,TEXAS ,Wheeler,0,0,0,0,0,31,6,21,4,0
,TEXAS ,Wilbarger,1,0,0,0,1,18,9,9,0,0
,TEXAS ,Willacy,64,2,2,2,58,194,70,120,4,2
,TEXAS ,Winkler,10,0,4,0,6,61,15,41,5,0
,TEXAS ,Wood,73,0,30,0,43,201,60,117,24,0
,TEXAS ,Yoakum,5,0,4,0,1,30,5,21,4,0
,TEXAS ,Young,8,0,0,2,6,39,21,12,6,1
,TEXAS ,Zapata,7,0,1,1,5,202,91,102,9,0
,TEXAS ,Zavala,6,0,5,0,1,38,19,17,2,0
UTAH - Metropolitan Counties,UTAH ,Box Elder,15,0,6,0,9,196,45,131,20,0
,UTAH ,Cache,38,0,30,0,8,142,31,92,19,1
,UTAH ,Davis,41,0,13,2,26,195,17,166,12,0
,UTAH ,Juab,1,0,1,0,0,41,7,26,8,0
,UTAH ,Tooele,28,0,14,0,14,288,39,225,24,0
,UTAH ,Utah,51,1,22,2,26,386,34,326,26,0
,UTAH ,Washington,36,0,6,1,29,119,31,72,16,1
,UTAH ,Weber,66,0,23,8,35,874,225,584,65,4
UTAH - Nonmetropolitan Counties,UTAH ,Beaver,1,0,0,0,1,133,22,105,6,0
,UTAH ,Carbon,5,0,3,1,1,103,29,69,5,0
,UTAH ,Duchesne,52,1,14,0,37,252,51,163,38,3
,UTAH ,Iron,37,0,7,0,30,130,38,75,17,2
,UTAH ,Kane,5,0,0,0,5,20,4,13,3,0
,UTAH ,Millard,27,0,9,1,17,191,34,138,19,3
,UTAH ,Rich,0,0,0,0,0,37,6,30,1,0
,UTAH ,Sanpete,15,0,5,0,10,142,27,102,13,1
,UTAH ,Sevier,12,0,4,1,7,124,29,84,11,0
,UTAH ,Summit,36,0,0,2,34,404,44,322,38,
,UTAH ,Uintah,32,1,8,0,23,212,80,116,16,2
,UTAH ,Wasatch,9,0,0,0,9,60,13,41,6,0
VERMONT - Metropolitan Counties,VERMONT ,Franklin,18,0,8,2,8,47,18,27,2,0
,VERMONT ,Grand Isle,1,0,0,0,1,42,11,29,2,0
VERMONT - Nonmetropolitan Counties,VERMONT ,Bennington,0,0,0,0,0,8,1,7,0,0
,VERMONT ,Essex,2,0,2,0,0,14,5,8,1,0
,VERMONT ,Lamoille,5,0,2,0,3,43,6,37,0,1
,VERMONT ,Orange,3,0,2,0,1,4,0,4,0,0
,VERMONT ,Orleans,2,0,0,0,2,22,4,18,0,0
,VERMONT ,Rutland,2,0,0,0,2,8,1,7,0,0
,VERMONT ,Washington,0,0,0,0,0,0,0,0,0,0
,VERMONT ,Windham,2,0,0,0,2,13,2,11,0,1
VIRGINIA - Metropolitan Counties,VIRGINIA ,Albemarle County Police Department,144,1,46,20,77,"1,290",118,"1,106",66,1
,VIRGINIA ,Amelia,17,1,7,0,9,116,19,88,9,1
,VIRGINIA ,Amherst,58,1,14,4,39,336,44,262,30,3
,VIRGINIA ,Appomattox,14,0,5,0,9,96,6,81,9,1
,VIRGINIA ,Arlington County Police Department,323,4,69,75,175,"2,630",127,"2,336",167,10
,VIRGINIA ,Augusta,102,3,33,8,58,794,195,527,72,2
,VIRGINIA ,Bedford,56,2,11,2,41,442,117,297,28,3
,VIRGINIA ,Botetourt,20,0,5,2,13,236,30,196,10,0
,VIRGINIA ,Campbell,77,3,18,7,49,715,127,504,84,8
,VIRGINIA ,Charles City,9,0,4,0,5,41,6,23,12,2
,VIRGINIA ,Chesterfield County Police Department,437,4,106,140,187,"5,645",792,"4,509",344,33
,VIRGINIA ,Clarke,9,0,2,5,2,57,8,48,1,0
,VIRGINIA ,Craig,2,0,0,0,2,3,0,2,1,0
,VIRGINIA ,Culpeper,18,1,3,0,14,153,19,116,18,0
,VIRGINIA ,Dinwiddie,71,2,7,4,58,292,46,233,13,5
,VIRGINIA ,Fairfax County Police Department,911,14,174,351,372,"13,165",752,"11,601",812,24
,VIRGINIA ,Fauquier,52,4,19,4,25,272,35,227,10,6
,VIRGINIA ,Fluvanna,19,0,9,1,9,141,22,107,12,3
,VIRGINIA ,Franklin,64,2,22,1,39,536,127,347,62,4
,VIRGINIA ,Frederick,70,0,19,7,44,"1,059",87,910,62,1
,VIRGINIA ,Giles,28,0,10,2,16,79,17,55,7,0
,VIRGINIA ,Gloucester,19,0,4,2,13,228,8,195,25,3
,VIRGINIA ,Goochland,23,2,4,1,16,159,19,128,12,1
,VIRGINIA ,Greene,21,0,10,3,8,241,16,210,15,0
,VIRGINIA ,Hanover,137,2,26,9,100,882,48,803,31,3
,VIRGINIA ,Henrico County Police Department,506,12,38,114,342,"7,507",655,"6,302",550,29
,VIRGINIA ,Isle of Wight,32,1,4,5,22,205,31,154,20,1
,VIRGINIA ,James City County Police Department,105,1,18,13,73,870,61,778,31,4
,VIRGINIA ,King and Queen,13,2,4,0,7,44,13,29,2,1
,VIRGINIA ,King William,6,0,1,0,5,62,11,46,5,1
,VIRGINIA ,Loudoun,376,5,179,48,144,"2,384",132,"2,101",151,18
,VIRGINIA ,Madison,11,0,6,1,4,87,5,75,7,0
,VIRGINIA ,Mathews,11,0,4,0,7,53,11,38,4,1
,VIRGINIA ,Montgomery,52,0,10,1,41,294,59,208,27,1
,VIRGINIA ,Nelson,30,0,9,1,20,213,74,125,14,1
,VIRGINIA ,New Kent,47,0,6,2,39,187,18,161,8,0
,VIRGINIA ,Prince George County Police Department,49,1,11,6,31,327,45,261,21,0
,VIRGINIA ,Prince William County Police Department,815,11,127,180,497,"5,143",455,"4,151",537,24
,VIRGINIA ,Rappahannock,6,0,1,0,5,25,2,21,2,1
,VIRGINIA ,Roanoke County Police Department,170,6,40,30,94,"1,401",147,"1,172",82,1
,VIRGINIA ,Rockingham,52,1,19,0,32,471,129,332,10,3
,VIRGINIA ,Scott,21,1,6,3,11,183,44,121,18,5
,VIRGINIA ,Southampton,19,2,9,5,3,171,35,121,15,0
,VIRGINIA ,Spotsylvania,221,1,37,35,148,"1,458",169,"1,202",87,1
,VIRGINIA ,Stafford,302,5,72,31,194,"1,558",110,"1,379",69,6
,VIRGINIA ,Sussex,18,1,5,2,10,64,19,39,6,2
,VIRGINIA ,Warren,36,0,23,2,11,190,22,166,2,2
,VIRGINIA ,Washington,52,3,9,3,37,730,100,578,52,0
,VIRGINIA ,York,95,3,16,16,60,"1,010",104,875,31,6
VIRGINIA - Nonmetropolitan Counties,VIRGINIA ,Accomack,57,1,14,9,33,265,62,196,7,1
,VIRGINIA ,Alleghany,16,0,3,0,13,100,33,63,4,1
,VIRGINIA ,Bath,1,0,0,0,1,10,1,9,0,0
,VIRGINIA ,Bland,2,0,0,1,1,37,15,21,1,1
,VIRGINIA ,Brunswick,18,1,3,3,11,88,19,62,7,1
,VIRGINIA ,Buchanan,45,0,20,1,24,262,70,175,17,3
,VIRGINIA ,Buckingham,16,1,6,2,7,103,14,76,13,1
,VIRGINIA ,Caroline,18,0,12,2,4,233,38,195,0,1
,VIRGINIA ,Carroll,21,0,4,1,16,227,62,143,22,0
,VIRGINIA ,Charlotte,18,1,4,0,13,116,30,76,10,0
,VIRGINIA ,Cumberland,12,0,2,2,8,40,9,23,8,0
,VIRGINIA ,Dickenson,22,0,13,0,9,74,11,59,4,3
,VIRGINIA ,Essex,22,0,4,1,17,47,13,27,7,1
,VIRGINIA ,Floyd,17,0,4,1,12,106,30,66,10,1
,VIRGINIA ,Grayson,15,0,8,1,6,155,38,87,30,7
,VIRGINIA ,Greensville,17,1,4,2,10,93,18,68,7,1
,VIRGINIA ,Halifax,48,4,12,7,25,223,57,144,22,3
,VIRGINIA ,Henry,129,4,19,20,86,"1,191",320,776,95,10
,VIRGINIA ,Highland,2,0,1,0,1,14,2,11,1,1
,VIRGINIA ,King George,26,0,5,4,17,219,24,173,22,0
,VIRGINIA ,Lancaster,14,0,2,2,10,76,13,54,9,0
,VIRGINIA ,Louisa,42,0,9,3,30,358,25,293,40,2
,VIRGINIA ,Lunenburg,8,2,3,0,3,40,13,22,5,0
,VIRGINIA ,Mecklenburg,60,1,33,5,21,205,69,116,20,1
,VIRGINIA ,Middlesex,10,1,4,0,5,141,38,91,12,5
,VIRGINIA ,Northampton,5,0,1,3,1,82,24,56,2,1
,VIRGINIA ,Northumberland,10,0,2,0,8,77,14,57,6,0
,VIRGINIA ,Nottoway,14,2,1,0,11,89,16,70,3,1
,VIRGINIA ,Orange,18,1,6,1,10,141,25,109,7,1
,VIRGINIA ,Page,15,1,4,1,9,120,26,87,7,3
,VIRGINIA ,Patrick,53,3,10,1,39,202,33,152,17,3
,VIRGINIA ,Pittsylvania,75,3,23,7,42,457,124,298,35,5
,VIRGINIA ,Prince Edward,15,0,10,0,5,93,25,58,10,0
,VIRGINIA ,Richmond,5,1,1,2,1,27,8,15,4,0
,VIRGINIA ,Rockbridge,25,1,5,0,19,209,32,162,15,1
,VIRGINIA ,Russell,44,1,19,1,23,209,58,142,9,3
,VIRGINIA ,Shenandoah,49,0,23,1,25,210,37,161,12,0
,VIRGINIA ,Smyth,26,0,10,2,14,205,21,163,21,3
,VIRGINIA ,Surry,7,0,3,0,4,61,11,47,3,1
,VIRGINIA ,Tazewell,47,0,21,2,24,285,75,189,21,4
,VIRGINIA ,Westmoreland,11,1,3,2,5,113,18,87,8,2
,VIRGINIA ,Wise,46,0,29,1,16,212,41,144,27,2
,VIRGINIA ,Wythe,25,2,12,1,10,147,17,112,18,0
WASHINGTON - Metropolitan Counties,WASHINGTON ,Asotin,8,0,2,2,4,131,28,88,15,0
,WASHINGTON ,Benton,80,2,13,5,60,464,113,309,42,5
,WASHINGTON ,Chelan,44,0,6,1,37,438,132,266,40,1
,WASHINGTON ,Cowlitz,83,0,26,7,50,377,115,198,64,2
,WASHINGTON ,Douglas,18,3,5,1,9,343,110,198,35,2
,WASHINGTON ,Franklin,40,0,5,5,30,100,24,59,17,4
,WASHINGTON ,"King5,7",,7,,111,294,"3,673","1,012","1,850",811,59
,WASHINGTON ,Kitsap,451,3,107,39,302,"2,839",633,"1,978",228,21
,WASHINGTON ,Pierce,"1,167",16,131,180,840,"7,758","1,899","4,660","1,199",39
,WASHINGTON ,Skagit,70,2,10,12,46,886,257,545,84,6
,WASHINGTON ,Skamania,14,0,5,0,9,108,29,60,19,0
,WASHINGTON ,Snohomish,606,2,97,106,401,"4,807","1,066","2,917",824,36
,WASHINGTON ,Spokane,220,3,63,22,132,"3,488",722,"2,508",258,8
,WASHINGTON ,Stevens,25,1,4,0,20,259,96,141,22,3
,WASHINGTON ,Thurston,290,2,40,22,226,"1,744",703,842,199,17
,WASHINGTON ,Walla Walla,40,1,5,1,33,280,74,186,20,5
,WASHINGTON ,Whatcom,126,0,28,14,84,"1,295",339,844,112,10
WASHINGTON - Nonmetropolitan Counties,WASHINGTON ,Adams,17,0,2,2,13,128,57,49,22,0
,WASHINGTON ,Clallam,72,3,19,7,43,573,194,351,28,2
,WASHINGTON ,Columbia,9,0,1,0,8,63,25,37,1,0
,WASHINGTON ,Ferry,7,0,3,0,4,27,7,16,4,1
,WASHINGTON ,Garfield,11,0,3,0,8,52,9,40,3,0
,WASHINGTON ,Grays Harbor,42,1,11,2,28,397,135,233,29,4
,WASHINGTON ,Island,30,0,4,1,25,508,186,289,33,1
,WASHINGTON ,Jefferson,24,0,4,1,19,244,100,123,21,1
,WASHINGTON ,Kittitas,14,1,3,1,9,253,91,149,13,3
,WASHINGTON ,Klickitat,3,1,0,1,1,65,38,16,11,0
,WASHINGTON ,Lewis,60,2,7,4,47,549,207,299,43,2
,WASHINGTON ,Lincoln,8,0,1,1,6,136,28,97,11,0
,WASHINGTON ,Mason,72,4,9,13,46,979,379,495,105,5
,WASHINGTON ,Pacific,17,0,5,2,10,158,56,92,10,2
,WASHINGTON ,Pend Oreille,10,1,0,0,9,190,68,107,15,0
,WASHINGTON ,Wahkiakum,7,0,0,0,7,47,12,35,0,0
,WASHINGTON ,Whitman,9,1,1,0,7,47,13,28,6,0
WEST VIRGINIA - Metropolitan Counties,WEST VIRGINIA ,Berkeley,65,0,10,7,48,434,110,301,23,2
,WEST VIRGINIA ,Brooke,2,0,0,0,2,34,12,19,3,2
,WEST VIRGINIA ,Cabell,0,0,0,0,0,298,39,259,0,0
,WEST VIRGINIA ,Fayette,64,0,8,2,54,176,57,99,20,4
,WEST VIRGINIA ,Hampshire,14,0,0,1,13,112,50,60,2,1
,WEST VIRGINIA ,Hancock,10,0,2,0,8,20,6,13,1,0
,WEST VIRGINIA ,Jefferson,24,0,5,1,18,169,20,133,16,1
,WEST VIRGINIA ,Marshall,19,0,2,0,17,32,12,16,4,1
,WEST VIRGINIA ,Mineral,16,0,1,0,15,21,5,13,3,0
,WEST VIRGINIA ,Morgan,33,0,1,0,32,62,17,42,3,0
,WEST VIRGINIA ,Preston,21,1,4,0,16,90,3,75,12,1
,WEST VIRGINIA ,Putnam,193,1,6,0,186,236,43,154,39,2
,WEST VIRGINIA ,Raleigh,112,2,21,3,86,578,180,361,37,4
,WEST VIRGINIA ,Wirt,8,0,0,0,8,19,4,14,1,2
,WEST VIRGINIA ,Wood,95,1,15,0,79,274,80,156,38,4
WEST VIRGINIA - Nonmetropolitan Counties,WEST VIRGINIA ,Calhoun,0,0,0,0,0,10,2,7,1,1
,WEST VIRGINIA ,Doddridge,6,0,1,1,4,28,9,18,1,0
,WEST VIRGINIA ,Grant,2,0,1,0,1,10,5,5,0,0
,WEST VIRGINIA ,Greenbrier,8,2,0,2,4,70,27,38,5,0
,WEST VIRGINIA ,Hardy,16,0,0,0,16,19,16,2,1,0
,WEST VIRGINIA ,Harrison,45,1,16,3,25,201,61,111,29,1
,WEST VIRGINIA ,Lewis,7,0,1,0,6,48,13,25,10,0
,WEST VIRGINIA ,Logan,89,2,1,1,85,22,9,12,1,0
,WEST VIRGINIA ,Mason,7,0,0,0,7,72,23,37,12,0
,WEST VIRGINIA ,McDowell,2,0,0,0,2,19,13,2,4,0
,WEST VIRGINIA ,Monroe,2,0,0,0,2,36,15,19,2,2
,WEST VIRGINIA ,Nicholas,174,0,18,1,155,69,19,49,1,0
,WEST VIRGINIA ,Randolph,57,1,0,0,56,122,58,63,1,1
,WEST VIRGINIA ,Roane,10,1,0,0,9,29,2,24,3,0
,WEST VIRGINIA ,Summers,13,0,0,0,13,40,16,21,3,0
,WEST VIRGINIA ,Tyler,11,0,0,0,11,7,4,3,0,0
,WEST VIRGINIA ,Upshur,13,1,5,2,5,41,7,29,5,0
,WEST VIRGINIA ,Wetzel,11,0,1,0,10,13,2,9,2,0
,WEST VIRGINIA ,Wyoming,55,0,1,0,54,43,16,25,2,3
WISCONSIN - Metropolitan Counties,WISCONSIN ,Brown,103,0,44,4,55,639,71,538,30,4
,WISCONSIN ,Calumet,9,2,4,0,3,49,9,35,5,1
,WISCONSIN ,Chippewa,30,1,14,0,15,263,46,196,21,1
,WISCONSIN ,Columbia,21,0,8,1,12,184,43,128,13,1
,WISCONSIN ,Dane,82,1,22,6,53,605,141,414,50,1
,WISCONSIN ,Douglas,20,0,7,1,12,204,79,105,20,2
,WISCONSIN ,Eau Claire5,30,1,14,3,12,223,65,147,11,0
,WISCONSIN ,Fond du Lac,22,0,8,1,13,155,40,101,14,0
,WISCONSIN ,Green,7,0,0,2,5,50,11,37,2,0
,WISCONSIN ,Iowa,12,1,1,0,10,43,6,33,4,1
,WISCONSIN ,Kenosha,42,1,11,3,27,365,75,271,19,0
,WISCONSIN ,Kewaunee,3,0,1,1,1,47,4,36,7,0
,WISCONSIN ,La Crosse,15,0,2,1,12,133,33,93,7,0
,WISCONSIN ,Lincoln,21,0,8,0,13,67,18,46,3,1
,WISCONSIN ,Marathon,19,0,3,0,16,254,54,191,9,1
,WISCONSIN ,Milwaukee,82,1,5,7,69,144,3,59,82,3
,WISCONSIN ,Oconto,15,0,6,1,8,224,57,151,16,0
,WISCONSIN ,Outagamie,52,0,12,1,39,233,72,149,12,2
,WISCONSIN ,Ozaukee,12,0,6,1,5,102,26,71,5,0
,WISCONSIN ,Pierce,15,1,0,1,13,123,45,72,6,0
,WISCONSIN ,Racine,21,0,0,4,17,208,44,149,15,0
,WISCONSIN ,Rock5,34,0,14,3,17,380,122,238,20,1
,WISCONSIN ,Sheboygan,42,0,16,1,25,310,40,256,14,1
,WISCONSIN ,St. Croix,25,1,3,1,20,259,58,188,13,2
,WISCONSIN ,Washington,6,0,4,1,1,205,37,143,25,8
,WISCONSIN ,Waukesha,56,0,0,3,53,320,59,237,24,2
,WISCONSIN ,Winnebago,21,0,1,1,19,167,35,124,8,0
WISCONSIN - Nonmetropolitan Counties,WISCONSIN ,Adams,27,0,0,1,26,187,94,85,8,1
,WISCONSIN ,Ashland,5,0,0,0,5,24,4,19,1,0
,WISCONSIN ,Barron,2,2,0,0,0,113,38,62,13,0
,WISCONSIN ,Bayfield,16,0,0,0,16,81,38,39,4,1
,WISCONSIN ,Buffalo,3,0,2,0,1,10,2,4,4,0
,WISCONSIN ,Burnett,30,0,5,1,24,341,124,193,24,2
,WISCONSIN ,Clark,6,3,0,0,3,99,23,60,16,1
,WISCONSIN ,Crawford,17,0,4,0,13,105,13,90,2,0
,WISCONSIN ,Dodge,67,1,26,2,38,168,45,105,18,1
,WISCONSIN ,Door,16,0,10,0,6,59,1,56,2,0
,WISCONSIN ,Dunn,15,1,1,0,13,131,33,95,3,0
,WISCONSIN ,Florence,8,0,0,0,8,45,14,29,2,0
,WISCONSIN ,Forest,21,0,9,1,11,96,18,68,10,0
,WISCONSIN ,Grant,32,1,11,0,20,121,21,92,8,1
,WISCONSIN ,Green Lake,5,0,1,0,4,42,16,23,3,0
,WISCONSIN ,Iron,6,0,1,0,5,65,16,43,6,0
,WISCONSIN ,Jackson,11,0,2,1,8,170,56,85,29,0
,WISCONSIN ,Jefferson,34,0,1,0,33,266,40,207,19,2
,WISCONSIN ,Lafayette,14,0,3,0,11,72,12,54,6,1
,WISCONSIN ,Langlade,4,0,2,0,2,107,16,85,6,0
,WISCONSIN ,Manitowoc,23,0,4,1,18,183,60,118,5,0
,WISCONSIN ,Marinette,6,0,5,0,1,136,39,90,7,0
,WISCONSIN ,Marquette,3,0,1,0,2,69,14,52,3,0
,WISCONSIN ,Menominee,1,0,0,0,1,26,4,21,1,0
,WISCONSIN ,Monroe,7,2,1,0,4,100,31,61,8,0
,WISCONSIN ,Oneida,44,0,10,0,34,168,52,99,17,0
,WISCONSIN ,Pepin,10,0,1,0,9,23,6,16,1,1
,WISCONSIN ,Polk,35,0,9,0,26,245,85,141,19,2
,WISCONSIN ,Portage,35,2,6,0,27,166,45,104,17,1
,WISCONSIN ,Price,9,0,3,0,6,73,16,53,4,1
,WISCONSIN ,Richland,0,0,0,0,0,11,4,3,4,0
,WISCONSIN ,Rusk,16,1,7,1,7,36,13,19,4,1
,WISCONSIN ,Sauk,26,0,12,2,12,282,53,219,10,0
,WISCONSIN ,Sawyer,13,0,0,1,12,135,28,90,17,2
,WISCONSIN ,Shawano,42,0,21,1,20,308,88,199,21,0
,WISCONSIN ,Taylor,14,0,3,0,11,51,4,45,2,1
,WISCONSIN ,Trempealeau,18,0,3,1,14,82,25,53,4,0
,WISCONSIN ,Vernon,10,0,0,0,10,66,11,51,4,3
,WISCONSIN ,Vilas,8,0,1,1,6,120,24,93,3,0
,WISCONSIN ,Walworth,9,0,8,0,1,131,26,91,14,4
,WISCONSIN ,Washburn,31,0,4,0,27,86,28,49,9,0
,WISCONSIN ,Waupaca,65,0,18,0,47,346,62,264,20,0
,WISCONSIN ,Waushara,18,0,4,0,14,151,23,123,5,1
,WISCONSIN ,Wood,17,0,13,2,2,154,54,92,8,1
WYOMING - Metropolitan Counties,WYOMING ,Natrona,40,0,11,0,29,230,64,133,33,1
WYOMING - Nonmetropolitan Counties,WYOMING ,Albany,6,0,0,1,5,57,16,38,3,1
,WYOMING ,Big Horn,6,0,0,0,6,24,4,19,1,1
,WYOMING ,Campbell,90,0,13,0,77,99,26,62,11,1
,WYOMING ,Carbon,6,0,1,0,5,17,1,15,1,0
,WYOMING ,Crook,2,0,2,0,0,15,6,5,4,0
,WYOMING ,Fremont,24,0,1,0,23,254,16,225,13,1
,WYOMING ,Goshen,9,1,1,0,7,42,20,20,2,0
,WYOMING ,Hot Springs,1,0,0,0,1,18,1,15,2,0
,WYOMING ,Johnson,4,0,1,0,3,41,8,31,2,0
,WYOMING ,Lincoln,13,0,5,0,8,73,12,53,8,0
,WYOMING ,Niobrara,6,0,1,1,4,6,1,4,1,0
,WYOMING ,Park,8,1,0,0,7,42,10,30,2,1
,WYOMING ,Platte,4,0,2,0,2,43,5,31,7,0
,WYOMING ,Sheridan,3,0,1,0,2,31,4,25,2,0
,WYOMING ,Sublette,4,0,0,0,4,49,11,35,3,0
,WYOMING ,Sweetwater,22,0,8,0,14,77,17,52,8,0
,WYOMING ,Uinta,7,1,1,1,4,53,12,35,6,0
,WYOMING ,Washakie,0,0,0,0,0,17,4,13,0,0
,WYOMING ,Weston,5,0,1,0,4,0,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
